Id,Time[ns],0:I²C: Address/Data
1424,40666460.00000000000000000000,Data write: 00
1425,40686540.00000000000000000000,ACK
1426,40698340.00000000000000000000,Data write: 00
1427,40718420.00000000000000000000,ACK
1428,40730220.00000000000000000000,Data write: 00
1429,40750300.00000000000000000000,ACK
1430,40762100.00000000000000000000,Data write: 00
1431,40782180.00000000000000000000,ACK
1432,40793980.00000000000000000000,Data write: 00
1433,40814080.00000000000000000000,ACK
1434,40825860.00000000000000000000,Data write: 00
1435,40845960.00000000000000000000,ACK
1436,40857740.00000000000000000000,Data write: 00
1437,40877840.00000000000000000000,ACK
1438,40890760.00000000000000000000,Stop
1439,41133140.00000000000000000000,Start
1440,41161880.00000000000000000000,Write
1441,41144300.00000000000000000000,Address write: 3C
1442,41164400.00000000000000000000,ACK
1443,41177440.00000000000000000000,Data write: 40
1444,41197520.00000000000000000000,ACK
1445,41209320.00000000000000000000,Data write: 00
1446,41229420.00000000000000000000,ACK
1447,41241200.00000000000000000000,Data write: 00
1448,41261300.00000000000000000000,ACK
1449,41273080.00000000000000000000,Data write: 00
1450,41293180.00000000000000000000,ACK
1451,41304980.00000000000000000000,Data write: 00
1452,41325060.00000000000000000000,ACK
1453,41336860.00000000000000000000,Data write: 00
1454,41356940.00000000000000000000,ACK
1455,41368740.00000000000000000000,Data write: 00
1456,41388820.00000000000000000000,ACK
1457,41400620.00000000000000000000,Data write: 00
1458,41420700.00000000000000000000,ACK
1459,41432500.00000000000000000000,Data write: 00
1460,41452580.00000000000000000000,ACK
1461,41465500.00000000000000000000,Stop
1462,41744300.00000000000000000000,Start
1463,41773040.00000000000000000000,Write
1464,41755460.00000000000000000000,Address write: 3C
1465,41775540.00000000000000000000,ACK
1466,41788460.00000000000000000000,Data write: 00
1467,41808560.00000000000000000000,ACK
1468,41820340.00000000000000000000,Data write: AF
1469,41840440.00000000000000000000,ACK
1470,41853360.00000000000000000000,Stop
1471,41921280.00000000000000000000,Start
1472,42010380.00000000000000000000,Write
1473,41940100.00000000000000000000,Address write: 60
1474,42020420.00000000000000000000,ACK
1475,42045780.00000000000000000000,Stop
1476,42091100.00000000000000000000,Start
1477,42180220.00000000000000000000,Write
1478,42109920.00000000000000000000,Address write: 60
1479,42190260.00000000000000000000,ACK
1480,42210720.00000000000000000000,Data write: 00
1481,42291040.00000000000000000000,ACK
1482,42315260.00000000000000000000,Stop
1483,42345520.00000000000000000000,Start
1484,42434520.00000000000000000000,Read
1485,42364220.00000000000000000000,Address read: 60
1486,42444560.00000000000000000000,ACK
1487,42462880.00000000000000000000,Data read: 11
1488,42543220.00000000000000000000,NACK
1489,42569700.00000000000000000000,Start repeat
1490,42697980.00000000000000000000,Write
1491,42627680.00000000000000000000,Address write: 60
1492,42708020.00000000000000000000,ACK
1493,42728600.00000000000000000000,Data write: B7
1494,42808940.00000000000000000000,ACK
1495,42828260.00000000000000000000,Data write: 12
1496,42908600.00000000000000000000,ACK
1497,42932820.00000000000000000000,Stop
1498,43917020.00000000000000000000,Start
1499,44006000.00000000000000000000,Write
1500,43935720.00000000000000000000,Address write: 60
1501,44016040.00000000000000000000,ACK
1502,44036500.00000000000000000000,Data write: 1A
1503,44116840.00000000000000000000,ACK
1504,44136160.00000000000000000000,Data write: 42
1505,44216500.00000000000000000000,ACK
1506,44235820.00000000000000000000,Data write: 40
1507,44316160.00000000000000000000,ACK
1508,44335480.00000000000000000000,Data write: 00
1509,44415820.00000000000000000000,ACK
1510,44435160.00000000000000000000,Data write: 09
1511,44515480.00000000000000000000,ACK
1512,44534820.00000000000000000000,Data write: 1C
1513,44615140.00000000000000000000,ACK
1514,44634480.00000000000000000000,Data write: F6
1515,44714800.00000000000000000000,ACK
1516,44734260.00000000000000000000,Data write: C8
1517,44814600.00000000000000000000,ACK
1518,44833920.00000000000000000000,Data write: 00
1519,44914260.00000000000000000000,ACK
1520,44938480.00000000000000000000,Stop
1521,45932720.00000000000000000000,Start
1522,46021840.00000000000000000000,Write
1523,45951540.00000000000000000000,Address write: 60
1524,46031880.00000000000000000000,ACK
1525,46052340.00000000000000000000,Data write: 22
1526,46132660.00000000000000000000,ACK
1527,46152000.00000000000000000000,Data write: 42
1528,46232320.00000000000000000000,ACK
1529,46251660.00000000000000000000,Data write: 40
1530,46332000.00000000000000000000,ACK
1531,46351320.00000000000000000000,Data write: 00
1532,46431660.00000000000000000000,ACK
1533,46450980.00000000000000000000,Data write: 09
1534,46531320.00000000000000000000,ACK
1535,46550640.00000000000000000000,Data write: 1C
1536,46630980.00000000000000000000,ACK
1537,46663100.00000000000000000000,Data write: F6
1538,46743440.00000000000000000000,ACK
1539,46762760.00000000000000000000,Data write: C8
1540,46843100.00000000000000000000,ACK
1541,46862420.00000000000000000000,Data write: 00
1542,46942760.00000000000000000000,ACK
1543,46966980.00000000000000000000,Stop
1544,47037420.00000000000000000000,Start
1545,47126400.00000000000000000000,Write
1546,47056100.00000000000000000000,Address write: 60
1547,47136440.00000000000000000000,ACK
1548,47156900.00000000000000000000,Data write: 10
1549,47237240.00000000000000000000,ACK
1550,47256560.00000000000000000000,Data write: 80
1551,47336900.00000000000000000000,ACK
1552,47361120.00000000000000000000,Stop
1553,47416480.00000000000000000000,Start
1554,47505580.00000000000000000000,Write
1555,47435300.00000000000000000000,Address write: 60
1556,47515640.00000000000000000000,ACK
1557,47536080.00000000000000000000,Data write: 11
1558,47616420.00000000000000000000,ACK
1559,47635740.00000000000000000000,Data write: 80
1560,47716080.00000000000000000000,ACK
1561,47740300.00000000000000000000,Stop
1562,47790640.00000000000000000000,Start
1563,47879760.00000000000000000000,Write
1564,47809460.00000000000000000000,Address write: 60
1565,47889800.00000000000000000000,ACK
1566,47910260.00000000000000000000,Data write: 12
1567,47990600.00000000000000000000,ACK
1568,48009920.00000000000000000000,Data write: 80
1569,48090260.00000000000000000000,ACK
1570,48114480.00000000000000000000,Stop
1571,48164820.00000000000000000000,Start
1572,48253940.00000000000000000000,Write
1573,48183640.00000000000000000000,Address write: 60
1574,48263980.00000000000000000000,ACK
1575,48284440.00000000000000000000,Data write: 13
1576,48364760.00000000000000000000,ACK
1577,48384100.00000000000000000000,Data write: 80
1578,48464420.00000000000000000000,ACK
1579,48488660.00000000000000000000,Stop
1580,48539000.00000000000000000000,Start
1581,48627980.00000000000000000000,Write
1582,48557680.00000000000000000000,Address write: 60
1583,48638020.00000000000000000000,ACK
1584,48658480.00000000000000000000,Data write: 14
1585,48738820.00000000000000000000,ACK
1586,48758140.00000000000000000000,Data write: 80
1587,48838480.00000000000000000000,ACK
1588,48862700.00000000000000000000,Stop
1589,48913160.00000000000000000000,Start
1590,49002160.00000000000000000000,Write
1591,48931860.00000000000000000000,Address write: 60
1592,49012200.00000000000000000000,ACK
1593,49032640.00000000000000000000,Data write: 15
1594,49112980.00000000000000000000,ACK
1595,49132300.00000000000000000000,Data write: 80
1596,49212640.00000000000000000000,ACK
1597,49236860.00000000000000000000,Stop
1598,49292220.00000000000000000000,Start
1599,49381340.00000000000000000000,Write
1600,49311040.00000000000000000000,Address write: 60
1601,49391380.00000000000000000000,ACK
1602,49411840.00000000000000000000,Data write: 16
1603,49492180.00000000000000000000,ACK
1604,49511500.00000000000000000000,Data write: 80
1605,49591840.00000000000000000000,ACK
1606,49616060.00000000000000000000,Stop
1607,49666400.00000000000000000000,Start
1608,49755380.00000000000000000000,Write
1609,49685100.00000000000000000000,Address write: 60
1610,49765420.00000000000000000000,ACK
1611,49786020.00000000000000000000,Data write: 17
1612,49866340.00000000000000000000,ACK
1613,49885680.00000000000000000000,Data write: 80
1614,49966000.00000000000000000000,ACK
1615,49990240.00000000000000000000,Stop
1616,50040580.00000000000000000000,Start
1617,50129560.00000000000000000000,Write
1618,50059260.00000000000000000000,Address write: 60
1619,50139600.00000000000000000000,ACK
1620,50160060.00000000000000000000,Data write: 10
1621,50240400.00000000000000000000,ACK
1622,50259840.00000000000000000000,Data write: 0C
1623,50340180.00000000000000000000,ACK
1624,50364400.00000000000000000000,Stop
1625,50414740.00000000000000000000,Start
1626,50504100.00000000000000000000,Write
1627,50433820.00000000000000000000,Address write: 60
1628,50514140.00000000000000000000,ACK
1629,50534600.00000000000000000000,Data write: 11
1630,50614940.00000000000000000000,ACK
1631,50634260.00000000000000000000,Data write: 0C
1632,50714600.00000000000000000000,ACK
1633,50738820.00000000000000000000,Stop
1634,50804220.00000000000000000000,Start
1635,50893220.00000000000000000000,Write
1636,50822920.00000000000000000000,Address write: 60
1637,50903260.00000000000000000000,ACK
1638,50923720.00000000000000000000,Data write: 12
1639,51004040.00000000000000000000,ACK
1640,51023380.00000000000000000000,Data write: 0C
1641,51103720.00000000000000000000,ACK
1642,51127940.00000000000000000000,Stop
1643,51178400.00000000000000000000,Start
1644,51267380.00000000000000000000,Write
1645,51197100.00000000000000000000,Address write: 60
1646,51277420.00000000000000000000,ACK
1647,51297880.00000000000000000000,Data write: 13
1648,51378220.00000000000000000000,ACK
1649,51397540.00000000000000000000,Data write: 0C
1650,51477880.00000000000000000000,ACK
1651,51502100.00000000000000000000,Stop
1652,51557460.00000000000000000000,Start
1653,51646580.00000000000000000000,Write
1654,51576280.00000000000000000000,Address write: 60
1655,51656620.00000000000000000000,ACK
1656,51677080.00000000000000000000,Data write: 14
1657,51757420.00000000000000000000,ACK
1658,51776740.00000000000000000000,Data write: 0C
1659,51857080.00000000000000000000,ACK
1660,51881300.00000000000000000000,Stop
1661,51931640.00000000000000000000,Start
1662,52020620.00000000000000000000,Write
1663,51950340.00000000000000000000,Address write: 60
1664,52030660.00000000000000000000,ACK
1665,52051240.00000000000000000000,Data write: 15
1666,52131580.00000000000000000000,ACK
1667,52150900.00000000000000000000,Data write: 0C
1668,52231240.00000000000000000000,ACK
1669,52255460.00000000000000000000,Stop
1670,52305800.00000000000000000000,Start
1671,52394800.00000000000000000000,Write
1672,52324500.00000000000000000000,Address write: 60
1673,52404840.00000000000000000000,ACK
1674,52425300.00000000000000000000,Data write: 16
1675,52505620.00000000000000000000,ACK
1676,52525080.00000000000000000000,Data write: 0C
1677,52605420.00000000000000000000,ACK
1678,52629640.00000000000000000000,Stop
1679,52679980.00000000000000000000,Start
1680,52769340.00000000000000000000,Write
1681,52699040.00000000000000000000,Address write: 60
1682,52779380.00000000000000000000,ACK
1683,52799840.00000000000000000000,Data write: 17
1684,52880180.00000000000000000000,ACK
1685,52899620.00000000000000000000,Data write: 0C
1686,52979960.00000000000000000000,ACK
1687,53004180.00000000000000000000,Stop
1688,53988380.00000000000000000000,Start
1689,54077500.00000000000000000000,Write
1690,54007200.00000000000000000000,Address write: 60
1691,54087540.00000000000000000000,ACK
1692,54108000.00000000000000000000,Data write: 1A
1693,54188320.00000000000000000000,ACK
1694,54207660.00000000000000000000,Data write: 42
1695,54288000.00000000000000000000,ACK
1696,54307320.00000000000000000000,Data write: 40
1697,54387660.00000000000000000000,ACK
1698,54406980.00000000000000000000,Data write: 00
1699,54487320.00000000000000000000,ACK
1700,54506640.00000000000000000000,Data write: 0C
1701,54586980.00000000000000000000,ACK
1702,54606300.00000000000000000000,Data write: D0
1703,54686640.00000000000000000000,ACK
1704,54705960.00000000000000000000,Data write: F9
1705,54786300.00000000000000000000,ACK
1706,54805620.00000000000000000000,Data write: 0A
1707,54885960.00000000000000000000,ACK
1708,54905420.00000000000000000000,Data write: 80
1709,54985740.00000000000000000000,ACK
1710,55009980.00000000000000000000,Stop
1711,56014260.00000000000000000000,Start
1712,56103240.00000000000000000000,Write
1713,56032940.00000000000000000000,Address write: 60
1714,56113280.00000000000000000000,ACK
1715,56133740.00000000000000000000,Data write: 22
1716,56214080.00000000000000000000,ACK
1717,56233400.00000000000000000000,Data write: 42
1718,56313740.00000000000000000000,ACK
1719,56333060.00000000000000000000,Data write: 40
1720,56413400.00000000000000000000,ACK
1721,56432720.00000000000000000000,Data write: 00
1722,56513060.00000000000000000000,ACK
1723,56532380.00000000000000000000,Data write: 0C
1724,56612720.00000000000000000000,ACK
1725,56632040.00000000000000000000,Data write: D0
1726,56712380.00000000000000000000,ACK
1727,56731700.00000000000000000000,Data write: F9
1728,56812040.00000000000000000000,ACK
1729,56831380.00000000000000000000,Data write: 0A
1730,56911700.00000000000000000000,ACK
1731,56931040.00000000000000000000,Data write: 80
1732,57011360.00000000000000000000,ACK
1733,57035720.00000000000000000000,Stop
1734,57101120.00000000000000000000,Start
1735,57190100.00000000000000000000,Write
1736,57119820.00000000000000000000,Address write: 60
1737,57200140.00000000000000000000,ACK
1738,57220600.00000000000000000000,Data write: 10
1739,57300940.00000000000000000000,ACK
1740,57325280.00000000000000000000,Stop
1741,57355540.00000000000000000000,Start
1742,57444540.00000000000000000000,Read
1743,57374240.00000000000000000000,Address read: 60
1744,57454580.00000000000000000000,ACK
1745,57472900.00000000000000000000,Data read: 0C
1746,57553240.00000000000000000000,NACK
1747,57579600.00000000000000000000,Start repeat
1748,57708380.00000000000000000000,Write
1749,57638080.00000000000000000000,Address write: 60
1750,57718420.00000000000000000000,ACK
1751,57739000.00000000000000000000,Data write: 10
1752,57819340.00000000000000000000,ACK
1753,57838660.00000000000000000000,Data write: 0C
1754,57919000.00000000000000000000,ACK
1755,57943220.00000000000000000000,Stop
1756,57993560.00000000000000000000,Start
1757,58082540.00000000000000000000,Write
1758,58012240.00000000000000000000,Address write: 60
1759,58092580.00000000000000000000,ACK
1760,58113040.00000000000000000000,Data write: 11
1761,58193380.00000000000000000000,ACK
1762,58217600.00000000000000000000,Stop
1763,58242840.00000000000000000000,Start
1764,58331820.00000000000000000000,Read
1765,58261520.00000000000000000000,Address read: 60
1766,58341860.00000000000000000000,ACK
1767,58360180.00000000000000000000,Data read: 0C
1768,58440520.00000000000000000000,NACK
1769,58466880.00000000000000000000,Start repeat
1770,58593900.00000000000000000000,Write
1771,58523620.00000000000000000000,Address write: 60
1772,58603940.00000000000000000000,ACK
1773,58624520.00000000000000000000,Data write: 11
1774,58704860.00000000000000000000,ACK
1775,58724200.00000000000000000000,Data write: 0C
1776,58804520.00000000000000000000,ACK
1777,58828740.00000000000000000000,Stop
1778,58879080.00000000000000000000,Start
1779,58968080.00000000000000000000,Write
1780,58897780.00000000000000000000,Address write: 60
1781,58978120.00000000000000000000,ACK
1782,59002720.00000000000000000000,Data write: 12
1783,59083060.00000000000000000000,ACK
1784,59107280.00000000000000000000,Stop
1785,59137540.00000000000000000000,Start
1786,59226520.00000000000000000000,Read
1787,59156220.00000000000000000000,Address read: 60
1788,59236560.00000000000000000000,ACK
1789,59254880.00000000000000000000,Data read: 0C
1790,59335220.00000000000000000000,NACK
1791,59361580.00000000000000000000,Start repeat
1792,59489100.00000000000000000000,Write
1793,59418800.00000000000000000000,Address write: 60
1794,59499140.00000000000000000000,ACK
1795,59519720.00000000000000000000,Data write: 12
1796,59600060.00000000000000000000,ACK
1797,59619380.00000000000000000000,Data write: 0C
1798,59699720.00000000000000000000,ACK
1799,59723940.00000000000000000000,Stop
1800,59774280.00000000000000000000,Start
1801,59863280.00000000000000000000,Write
1802,59792980.00000000000000000000,Address write: 60
1803,59873320.00000000000000000000,ACK
1804,59893780.00000000000000000000,Data write: 13
1805,59974100.00000000000000000000,ACK
1806,59998340.00000000000000000000,Stop
1807,60023560.00000000000000000000,Start
1808,60112560.00000000000000000000,Read
1809,60042260.00000000000000000000,Address read: 60
1810,60122600.00000000000000000000,ACK
1811,60140920.00000000000000000000,Data read: 0C
1812,60221260.00000000000000000000,NACK
1813,60247620.00000000000000000000,Start repeat
1814,60374640.00000000000000000000,Write
1815,60304340.00000000000000000000,Address write: 60
1816,60384680.00000000000000000000,ACK
1817,60405260.00000000000000000000,Data write: 13
1818,60485600.00000000000000000000,ACK
1819,60504920.00000000000000000000,Data write: 0C
1820,60585260.00000000000000000000,ACK
1821,60609480.00000000000000000000,Stop
1822,60659820.00000000000000000000,Start
1823,60748800.00000000000000000000,Write
1824,60678520.00000000000000000000,Address write: 60
1825,60758860.00000000000000000000,ACK
1826,60779300.00000000000000000000,Data write: 14
1827,60859640.00000000000000000000,ACK
1828,60883860.00000000000000000000,Stop
1829,60909100.00000000000000000000,Start
1830,60998080.00000000000000000000,Read
1831,60927800.00000000000000000000,Address read: 60
1832,61008140.00000000000000000000,ACK
1833,61026460.00000000000000000000,Data read: 0C
1834,61106780.00000000000000000000,NACK
1835,61133160.00000000000000000000,Start repeat
1836,61262300.00000000000000000000,Write
1837,61192020.00000000000000000000,Address write: 60
1838,61272340.00000000000000000000,ACK
1839,61292920.00000000000000000000,Data write: 14
1840,61373260.00000000000000000000,ACK
1841,61392600.00000000000000000000,Data write: 0C
1842,61472920.00000000000000000000,ACK
1843,61497140.00000000000000000000,Stop
1844,61547500.00000000000000000000,Start
1845,61636480.00000000000000000000,Write
1846,61566180.00000000000000000000,Address write: 60
1847,61646520.00000000000000000000,ACK
1848,61666980.00000000000000000000,Data write: 15
1849,61747320.00000000000000000000,ACK
1850,61771540.00000000000000000000,Stop
1851,61796780.00000000000000000000,Start
1852,61885760.00000000000000000000,Read
1853,61815460.00000000000000000000,Address read: 60
1854,61895800.00000000000000000000,ACK
1855,61914120.00000000000000000000,Data read: 0C
1856,61994460.00000000000000000000,NACK
1857,62020820.00000000000000000000,Start repeat
1858,62147840.00000000000000000000,Write
1859,62077540.00000000000000000000,Address write: 60
1860,62157880.00000000000000000000,ACK
1861,62178460.00000000000000000000,Data write: 15
1862,62258800.00000000000000000000,ACK
1863,62278120.00000000000000000000,Data write: 0C
1864,62358460.00000000000000000000,ACK
1865,62382680.00000000000000000000,Stop
1866,62433020.00000000000000000000,Start
1867,62522020.00000000000000000000,Write
1868,62451720.00000000000000000000,Address write: 60
1869,62532060.00000000000000000000,ACK
1870,62552520.00000000000000000000,Data write: 16
1871,62632840.00000000000000000000,ACK
1872,62657060.00000000000000000000,Stop
1873,62682300.00000000000000000000,Start
1874,62771300.00000000000000000000,Read
1875,62701000.00000000000000000000,Address read: 60
1876,62781340.00000000000000000000,ACK
1877,62799660.00000000000000000000,Data read: 0C
1878,62880000.00000000000000000000,NACK
1879,62906360.00000000000000000000,Start repeat
1880,63033760.00000000000000000000,Write
1881,62963460.00000000000000000000,Address write: 60
1882,63043800.00000000000000000000,ACK
1883,63064380.00000000000000000000,Data write: 16
1884,63144720.00000000000000000000,ACK
1885,63164160.00000000000000000000,Data write: 2C
1886,63244500.00000000000000000000,ACK
1887,63268720.00000000000000000000,Stop
1888,63319060.00000000000000000000,Start
1889,63408040.00000000000000000000,Write
1890,63337760.00000000000000000000,Address write: 60
1891,63418100.00000000000000000000,ACK
1892,63438540.00000000000000000000,Data write: 17
1893,63518880.00000000000000000000,ACK
1894,63543100.00000000000000000000,Stop
1895,63568340.00000000000000000000,Start
1896,63657580.00000000000000000000,Read
1897,63587280.00000000000000000000,Address read: 60
1898,63667620.00000000000000000000,ACK
1899,63685940.00000000000000000000,Data read: 0C
1900,63766280.00000000000000000000,NACK
1901,63792640.00000000000000000000,Start repeat
1902,63921800.00000000000000000000,Write
1903,63851500.00000000000000000000,Address write: 60
1904,63931840.00000000000000000000,ACK
1905,63952420.00000000000000000000,Data write: 17
1906,64032760.00000000000000000000,ACK
1907,64052080.00000000000000000000,Data write: 2C
1908,64132420.00000000000000000000,ACK
1909,64156640.00000000000000000000,Stop
1910,64212000.00000000000000000000,Start
1911,64300980.00000000000000000000,Write
1912,64230700.00000000000000000000,Address write: 60
1913,64311040.00000000000000000000,ACK
1914,64331620.00000000000000000000,Data write: A2
1915,64411940.00000000000000000000,ACK
1916,64431280.00000000000000000000,Data write: 00
1917,64511600.00000000000000000000,ACK
1918,64535820.00000000000000000000,Stop
1919,64586300.00000000000000000000,Start
1920,64675280.00000000000000000000,Write
1921,64605000.00000000000000000000,Address write: 60
1922,64685320.00000000000000000000,ACK
1923,64705780.00000000000000000000,Data write: A3
1924,64786120.00000000000000000000,ACK
1925,64805440.00000000000000000000,Data write: 00
1926,64885780.00000000000000000000,ACK
1927,64910000.00000000000000000000,Stop
1928,64965360.00000000000000000000,Start
1929,65054480.00000000000000000000,Write
1930,64984180.00000000000000000000,Address write: 60
1931,65064520.00000000000000000000,ACK
1932,65084980.00000000000000000000,Data write: A4
1933,65165300.00000000000000000000,ACK
1934,65184760.00000000000000000000,Data write: 00
1935,65265100.00000000000000000000,ACK
1936,65289320.00000000000000000000,Stop
1937,65344680.00000000000000000000,Start
1938,65433800.00000000000000000000,Write
1939,65363500.00000000000000000000,Address write: 60
1940,65443840.00000000000000000000,ACK
1941,65464300.00000000000000000000,Data write: B1
1942,65544620.00000000000000000000,ACK
1943,65563960.00000000000000000000,Data write: 20
1944,65644280.00000000000000000000,ACK
1945,65668500.00000000000000000000,Stop
1946,65718860.00000000000000000000,Start
1947,65807840.00000000000000000000,Write
1948,65737540.00000000000000000000,Address write: 60
1949,65817880.00000000000000000000,ACK
1950,65838460.00000000000000000000,Data write: B1
1951,65918800.00000000000000000000,ACK
1952,65938120.00000000000000000000,Data write: 80
1953,66018460.00000000000000000000,ACK
1954,66042680.00000000000000000000,Stop
1955,66093020.00000000000000000000,Start
1956,66182020.00000000000000000000,Write
1957,66111720.00000000000000000000,Address write: 60
1958,66192060.00000000000000000000,ACK
1959,66212500.00000000000000000000,Data write: 03
1960,66292840.00000000000000000000,ACK
1961,66317060.00000000000000000000,Stop
1962,66347320.00000000000000000000,Start
1963,66436320.00000000000000000000,Read
1964,66366020.00000000000000000000,Address read: 60
1965,66446360.00000000000000000000,ACK
1966,66464680.00000000000000000000,Data read: FE
1967,66545020.00000000000000000000,NACK
1968,66571380.00000000000000000000,Start repeat
1969,66701160.00000000000000000000,Write
1970,66630860.00000000000000000000,Address write: 60
1971,66711200.00000000000000000000,ACK
1972,66731780.00000000000000000000,Data write: 03
1973,66812120.00000000000000000000,ACK
1974,66831440.00000000000000000000,Data write: FF
1975,66911780.00000000000000000000,ACK
1976,66936000.00000000000000000000,Stop
1977,66986340.00000000000000000000,Start
1978,67075320.00000000000000000000,Write
1979,67005040.00000000000000000000,Address write: 60
1980,67085380.00000000000000000000,ACK
1981,67105820.00000000000000000000,Data write: 03
1982,67186160.00000000000000000000,ACK
1983,67210380.00000000000000000000,Stop
1984,67250680.00000000000000000000,Start
1985,67339680.00000000000000000000,Read
1986,67269380.00000000000000000000,Address read: 60
1987,67349720.00000000000000000000,ACK
1988,67368160.00000000000000000000,Data read: FF
1989,67448500.00000000000000000000,NACK
1990,67474860.00000000000000000000,Start repeat
1991,67605400.00000000000000000000,Write
1992,67535100.00000000000000000000,Address write: 60
1993,67615440.00000000000000000000,ACK
1994,67636020.00000000000000000000,Data write: 03
1995,67716360.00000000000000000000,ACK
1996,67735680.00000000000000000000,Data write: FF
1997,67816020.00000000000000000000,ACK
1998,67840240.00000000000000000000,Stop
1999,67890580.00000000000000000000,Start
2000,67979560.00000000000000000000,Write
2001,67909280.00000000000000000000,Address write: 60
2002,67989600.00000000000000000000,ACK
2003,68010060.00000000000000000000,Data write: 03
2004,68090400.00000000000000000000,ACK
2005,68114620.00000000000000000000,Stop
2006,68139860.00000000000000000000,Start
2007,68228840.00000000000000000000,Read
2008,68158560.00000000000000000000,Address read: 60
2009,68238880.00000000000000000000,ACK
2010,68257220.00000000000000000000,Data read: FF
2011,68337540.00000000000000000000,NACK
2012,68363920.00000000000000000000,Start repeat
2013,68495440.00000000000000000000,Write
2014,68425160.00000000000000000000,Address write: 60
2015,68505500.00000000000000000000,ACK
2016,68526080.00000000000000000000,Data write: 03
2017,68606400.00000000000000000000,ACK
2018,68625740.00000000000000000000,Data write: FF
2019,68706080.00000000000000000000,ACK
2020,68730300.00000000000000000000,Stop
2021,68780640.00000000000000000000,Start
2022,68869620.00000000000000000000,Write
2023,68799320.00000000000000000000,Address write: 60
2024,68879660.00000000000000000000,ACK
2025,68900120.00000000000000000000,Data write: 03
2026,68980460.00000000000000000000,ACK
2027,69004680.00000000000000000000,Stop
2028,69029920.00000000000000000000,Start
2029,69118900.00000000000000000000,Read
2030,69048600.00000000000000000000,Address read: 60
2031,69128940.00000000000000000000,ACK
2032,69147260.00000000000000000000,Data read: FF
2033,69227600.00000000000000000000,NACK
2034,69253960.00000000000000000000,Start repeat
2035,69398180.00000000000000000000,Write
2036,69327880.00000000000000000000,Address write: 60
2037,69408220.00000000000000000000,ACK
2038,69428800.00000000000000000000,Data write: 03
2039,69509140.00000000000000000000,ACK
2040,69528460.00000000000000000000,Data write: FF
2041,69608800.00000000000000000000,ACK
2042,69633020.00000000000000000000,Stop
2043,69683360.00000000000000000000,Start
2044,69772360.00000000000000000000,Write
2045,69702060.00000000000000000000,Address write: 60
2046,69782400.00000000000000000000,ACK
2047,69802860.00000000000000000000,Data write: 03
2048,69883180.00000000000000000000,ACK
2049,69907400.00000000000000000000,Stop
2050,69932640.00000000000000000000,Start
2051,70021640.00000000000000000000,Read
2052,69951340.00000000000000000000,Address read: 60
2053,70031680.00000000000000000000,ACK
2054,70050000.00000000000000000000,Data read: FF
2055,70130340.00000000000000000000,NACK
2056,70156700.00000000000000000000,Start repeat
2057,70289240.00000000000000000000,Write
2058,70218940.00000000000000000000,Address write: 60
2059,70299280.00000000000000000000,ACK
2060,70319860.00000000000000000000,Data write: 03
2061,70400200.00000000000000000000,ACK
2062,70419520.00000000000000000000,Data write: FF
2063,70499860.00000000000000000000,ACK
2064,70524080.00000000000000000000,Stop
2065,70574420.00000000000000000000,Start
2066,70663400.00000000000000000000,Write
2067,70593120.00000000000000000000,Address write: 60
2068,70673460.00000000000000000000,ACK
2069,70693900.00000000000000000000,Data write: 03
2070,70774240.00000000000000000000,ACK
2071,70798460.00000000000000000000,Stop
2072,70823700.00000000000000000000,Start
2073,70912680.00000000000000000000,Read
2074,70842400.00000000000000000000,Address read: 60
2075,70922740.00000000000000000000,ACK
2076,70941060.00000000000000000000,Data read: FF
2077,71021380.00000000000000000000,NACK
2078,71047760.00000000000000000000,Start repeat
2079,71180800.00000000000000000000,Write
2080,71110500.00000000000000000000,Address write: 60
2081,71190840.00000000000000000000,ACK
2082,71211420.00000000000000000000,Data write: 03
2083,71291760.00000000000000000000,ACK
2084,71311080.00000000000000000000,Data write: FF
2085,71391420.00000000000000000000,ACK
2086,71415640.00000000000000000000,Stop
2087,71465980.00000000000000000000,Start
2088,71555100.00000000000000000000,Write
2089,71484800.00000000000000000000,Address write: 60
2090,71565140.00000000000000000000,ACK
2091,71585600.00000000000000000000,Data write: 03
2092,71665920.00000000000000000000,ACK
2093,71690140.00000000000000000000,Stop
2094,71720400.00000000000000000000,Start
2095,71809400.00000000000000000000,Read
2096,71739100.00000000000000000000,Address read: 60
2097,71819440.00000000000000000000,ACK
2098,71837760.00000000000000000000,Data read: FF
2099,71918100.00000000000000000000,NACK
2100,71944460.00000000000000000000,Start repeat
2101,72077500.00000000000000000000,Write
2102,72007220.00000000000000000000,Address write: 60
2103,72087540.00000000000000000000,ACK
2104,72108120.00000000000000000000,Data write: 03
2105,72188460.00000000000000000000,ACK
2106,72207780.00000000000000000000,Data write: FF
2107,72288120.00000000000000000000,ACK
2108,72312340.00000000000000000000,Stop
2109,72362680.00000000000000000000,Start
2110,72451680.00000000000000000000,Write
2111,72381380.00000000000000000000,Address write: 60
2112,72461720.00000000000000000000,ACK
2113,72482180.00000000000000000000,Data write: 03
2114,72562520.00000000000000000000,ACK
2115,72586740.00000000000000000000,Stop
2116,72611960.00000000000000000000,Start
2117,72700960.00000000000000000000,Read
2118,72630660.00000000000000000000,Address read: 60
2119,72711000.00000000000000000000,ACK
2120,72729320.00000000000000000000,Data read: FF
2121,72809660.00000000000000000000,NACK
2122,72836020.00000000000000000000,Start repeat
2123,72970060.00000000000000000000,Write
2124,72899780.00000000000000000000,Address write: 60
